cityname,distance,Artscultureandentertainment_cityA,Artscultureandentertainment_cityB,Artscultureandentertainment_interaction,Lifestyleandleisure_cityA,Lifestyleandleisure_cityB,Lifestyleandleisure_interaction,Sport_cityA,Sport_cityB,Sport_interaction,Environment_cityA,Environment_cityB,Environment_interaction,Economybusinessandfinance_cityA,Economybusinessandfinance_cityB,Economybusinessandfinance_interaction,Society_cityA,Society_cityB,Society_interaction,Crimelawandjustice_cityA,Crimelawandjustice_cityB,Crimelawandjustice_interaction,Scienceandtechnology_cityA,Scienceandtechnology_cityB,Scienceandtechnology_interaction,Politics_cityA,Politics_cityB,Politics_interaction,Disasteraccidentandemergencyincident_cityA,Disasteraccidentandemergencyincident_cityB,Disasteraccidentandemergencyincident_interaction,Health_cityA,Health_cityB,Health_interaction,Conflictswarandpeace_cityA,Conflictswarandpeace_cityB,Conflictswarandpeace_interaction,Education_cityA,Education_cityB,Education_interaction,Humaninterest_cityA,Humaninterest_cityB,Humaninterest_interaction,Weather_cityA,Weather_cityB,Weather_interaction,Religionandbelief_cityA,Religionandbelief_cityB,Religionandbelief_interaction,Labor_cityA,Labor_cityB,Labor_interaction,total_cityA,total_cityB,total_interaction
Anaheim-Boise,1098973.914,45,28,0,11,10,1,152,24,2,4,6,0,9,12,0,1,8,0,12,16,0,18,7,0,6,11,0,6,5,0,5,0,0,1,5,0,2,3,0,6,5,0,5,2,0,11,1,0,0,0,0,251,103,2
Anaheim-San Bernardino,65194.29605,45,26,0,11,13,0,152,1,0,4,8,0,9,18,0,1,11,0,12,95,0,18,19,0,6,118,1,6,18,0,5,5,0,1,32,0,2,2,0,6,4,0,5,3,0,11,52,1,0,1,0,251,286,1
Anaheim-Spokane,1539366.159,45,55,0,11,5,0,152,10,0,4,10,0,9,2,0,1,29,0,12,14,0,18,5,0,6,6,0,6,2,0,5,1,0,1,5,0,2,2,0,6,9,0,5,0,0,11,4,0,0,1,0,251,127,0
Anaheim-Birmingham,2871210.031,45,79,0,11,7,0,152,9,0,4,1,0,9,17,0,1,39,0,12,49,0,18,5,0,6,46,0,6,2,0,5,10,0,1,7,0,2,2,0,6,1,0,5,2,0,11,10,0,0,6,0,251,211,0
Santa Ana-Corpus Christi,2062493.901,25,127,0,25,18,0,4,20,0,13,13,0,9,17,0,11,15,0,22,59,0,4,13,0,6,29,0,29,12,0,2,6,0,2,13,0,2,121,0,6,4,0,4,0,0,3,38,0,0,30,0,123,362,0
Santa Ana-Riverside,49361.42451,25,712,1,25,932,1,4,1203,0,13,196,2,9,181,1,11,279,0,22,133,0,4,46,0,6,69,0,29,101,2,2,27,0,2,72,0,2,128,0,6,27,0,4,59,0,3,33,0,0,112,0,123,3681,5
Santa Ana-St Louis,2534331.931,25,499,0,25,109,0,4,760,0,13,58,0,9,182,0,11,153,0,22,412,1,4,68,0,6,179,0,29,38,0,2,60,0,2,65,0,2,44,0,6,19,0,4,10,0,3,52,0,0,0,0,123,2223,1
Santa Ana-Lexington,3030032.174,25,178,0,25,81,0,4,52,0,13,8,0,9,38,0,11,17,0,22,26,0,4,9,0,6,54,0,29,13,0,2,5,0,2,32,0,2,11,0,6,0,0,4,4,0,3,10,0,0,7,0,123,460,0
Santa Ana-Stockton,561361.1056,25,197,0,25,105,0,4,114,0,13,32,0,9,136,0,11,115,0,22,53,0,4,23,0,6,30,0,29,7,0,2,30,0,2,17,0,2,102,0,6,7,0,4,26,0,3,6,0,0,140,0,123,907,0
Santa Ana-Pittsburgh,3416991.714,25,439,0,25,63,0,4,709,0,13,84,0,9,228,0,11,78,0,22,110,0,4,130,0,6,194,0,29,9,0,2,84,0,2,44,0,2,47,0,6,27,0,4,15,0,3,34,0,0,29,0,123,1876,0
Santa Ana-Saint Paul,2456317.707,25,51,0,25,31,0,4,6,0,13,3,0,9,6,0,11,8,0,22,3,0,4,3,0,6,9,0,29,1,0,2,0,0,2,4,0,2,0,0,6,1,0,4,0,0,3,31,0,0,4,0,123,120,0
Santa Ana-Cincinnati,3028976.549,25,235,0,25,46,0,4,770,0,13,34,0,9,49,0,11,33,0,22,78,0,4,52,0,6,100,0,29,9,0,2,33,0,2,9,0,2,19,0,6,30,0,4,10,0,3,22,0,0,3,0,123,1330,0
Santa Ana-Henderson,366914.3453,25,819,0,25,461,0,4,3133,0,13,125,0,9,487,0,11,238,0,22,133,0,4,106,0,6,107,0,29,15,0,2,87,0,2,55,0,2,124,0,6,84,0,4,36,0,3,35,0,0,133,0,123,5780,0
Santa Ana-Greensboro,3463460.908,25,12,0,25,3,0,4,12,0,13,4,0,9,8,0,11,13,0,22,22,0,4,8,0,6,27,0,29,0,0,2,0,0,2,0,0,2,2,0,6,0,0,4,0,0,3,4,0,0,0,0,123,78,0
Santa Ana-Plano,1965935.345,25,5,0,25,10,0,4,10,0,13,4,0,9,2,0,11,8,0,22,5,0,4,8,0,6,5,0,29,3,0,2,4,0,2,1,0,2,0,0,6,1,0,4,0,0,3,7,0,0,0,0,123,51,0
Santa Ana-Newark,565496.1817,25,230,0,25,121,0,4,69,0,13,34,1,9,178,0,11,90,0,22,132,0,4,47,0,6,131,0,29,32,1,2,44,0,2,59,0,2,91,0,6,20,0,4,50,0,3,21,0,0,162,0,123,1101,1
Santa Ana-Toledo,3124882.065,25,122,0,25,50,0,4,71,0,13,24,0,9,42,0,11,15,0,22,20,0,4,13,0,6,109,0,29,2,0,2,5,0,2,16,0,2,7,0,6,2,0,4,3,0,3,20,0,0,1,0,123,409,0
Santa Ana-Lincoln,649894.5626,25,2093,0,25,538,0,4,840,0,13,128,0,9,280,0,11,353,0,22,253,0,4,214,0,6,912,1,29,39,0,2,79,0,2,207,0,2,408,0,6,363,0,4,54,0,3,246,0,0,228,0,123,5632,1
Santa Ana-Orlando,3506072.685,25,1079,0,25,273,0,4,755,0,13,80,0,9,173,0,11,99,0,22,249,0,4,93,0,6,191,0,29,27,0,2,39,0,2,63,0,2,41,0,6,134,0,4,23,0,3,58,0,0,12,0,123,2731,0
Santa Ana-Chula Vista,143086.8974,25,3,0,25,1,0,4,17,0,13,2,0,9,4,0,11,1,0,22,2,0,4,0,0,6,0,0,29,0,0,2,0,0,2,0,0,2,2,0,6,0,0,4,0,0,3,0,0,0,0,0,123,26,0
Santa Ana-Jersey City,3916396.233,25,33,0,25,10,0,4,8,0,13,1,0,9,11,0,11,10,0,22,12,0,4,5,0,6,27,0,29,9,0,2,3,0,2,2,0,2,2,0,6,0,0,4,2,0,3,12,0,0,0,0,123,103,0
Santa Ana-Chandler,561320.4337,25,939,2,25,121,1,4,486,0,13,32,0,9,138,0,11,64,0,22,114,0,4,77,0,6,36,0,29,2,0,2,16,0,2,76,0,2,41,0,6,53,0,4,9,0,3,9,0,0,24,0,123,1916,2
Santa Ana-Fort Wayne,2987249.431,25,10,0,25,1,0,4,5,0,13,1,0,9,5,0,11,3,0,22,2,0,4,1,0,6,8,0,29,1,0,2,2,0,2,2,0,2,2,0,6,1,0,4,0,0,3,3,0,0,0,0,123,31,0
Santa Ana-Buffalo,3519279.085,25,839,0,25,598,0,4,470,0,13,160,1,9,90,0,11,74,0,22,79,0,4,94,0,6,77,0,29,36,0,2,37,0,2,43,0,2,45,0,6,82,0,4,26,0,3,24,0,0,12,0,123,2291,1
Santa Ana-Durham,3544341.113,25,998,0,25,657,0,4,2450,0,13,279,0,9,495,0,11,613,0,22,562,0,4,182,0,6,111,0,29,64,0,2,303,0,2,150,0,2,1062,0,6,39,0,4,193,0,3,257,0,0,474,0,123,7390,0
Santa Ana-St Petersburg,3417721.352,25,1122,0,25,242,0,4,1014,0,13,106,0,9,309,0,11,85,0,22,140,0,4,81,0,6,418,0,29,19,0,2,21,0,2,597,0,2,56,0,6,43,0,4,10,0,3,72,0,0,35,0,123,3462,0
Santa Ana-Irvine,9639.934514,25,918,0,25,153,0,4,467,0,13,59,2,9,98,0,11,111,0,22,159,0,4,107,0,6,86,0,29,21,2,2,46,0,2,43,0,2,72,0,6,86,0,4,4,0,3,25,0,0,169,0,123,2051,2
Santa Ana-Laredo,1888674.51,25,14,0,25,6,0,4,5,0,13,4,0,9,0,0,11,20,0,22,32,0,4,2,0,6,18,0,29,1,0,2,0,0,2,5,0,2,1,0,6,0,0,4,0,0,3,1,0,0,0,0,123,86,0
Santa Ana-Lubbock,1482262.267,25,110,0,25,13,0,4,4,0,13,6,0,9,4,0,11,7,0,22,41,0,4,11,0,6,9,0,29,3,0,2,7,0,2,3,0,2,3,0,6,17,0,4,0,0,3,0,0,0,10,0,123,196,0
Santa Ana-Madison,2854960.136,25,892,1,25,183,0,4,795,1,13,53,0,9,149,0,11,107,1,22,134,0,4,205,0,6,231,1,29,15,0,2,61,0,2,55,0,2,55,0,6,65,0,4,146,0,3,52,0,0,19,0,123,2456,3
Santa Ana-Gilbert,565569.9921,25,1948,0,25,401,0,4,804,0,13,150,1,9,281,0,11,231,0,22,191,0,4,164,0,6,143,0,29,35,0,2,106,0,2,148,0,2,471,0,6,109,1,4,24,0,3,128,0,0,193,0,123,4416,1
Santa Ana-Norfolk,3764007.506,25,1608,0,25,1482,0,4,385,0,13,780,0,9,488,0,11,593,0,22,465,0,4,185,0,6,126,0,29,98,0,2,295,0,2,182,0,2,461,0,6,126,0,4,160,0,3,90,0,0,413,0,123,6146,0
Santa Ana-Reno,666877.3804,25,198,0,25,48,0,4,29,0,13,9,0,9,25,0,11,22,0,22,30,0,4,19,0,6,68,0,29,7,0,2,4,0,2,16,0,2,4,0,6,8,0,4,8,0,3,3,0,0,2,0,123,406,0
Santa Ana-Winston Salem,3422709.255,25,19,0,25,4,0,4,10,0,13,0,0,9,4,0,11,5,0,22,5,0,4,1,0,6,9,0,29,0,0,2,4,0,2,0,0,2,2,0,6,0,0,4,0,0,3,3,0,0,0,0,123,49,0
Santa Ana-Glendale,56844.58479,25,35,0,25,20,0,4,42,0,13,2,0,9,14,0,11,7,0,22,20,0,4,10,0,6,6,0,29,4,0,2,3,0,2,1,0,2,5,0,6,8,0,4,2,0,3,2,0,0,1,0,123,130,0
Santa Ana-Hialeah,3714008.451,25,4,0,25,3,0,4,1,0,13,0,0,9,0,0,11,2,0,22,5,0,4,0,0,6,5,0,29,0,0,2,0,0,2,1,0,2,0,0,6,0,0,4,0,0,3,2,0,0,0,0,123,17,0
Santa Ana-Garland,1973216.28,25,918,2,25,181,0,4,74,0,13,20,0,9,34,0,11,36,0,22,52,0,4,47,0,6,28,0,29,1,0,2,16,0,2,20,0,2,11,0,6,104,0,4,3,0,3,31,0,0,26,0,123,1299,2
Santa Ana-Scottsdale,551431.1039,25,25,0,25,17,0,4,18,0,13,8,0,9,3,0,11,3,0,22,13,0,4,9,0,6,14,0,29,0,0,2,6,0,2,2,0,2,0,0,6,3,0,4,1,0,3,1,0,0,1,0,123,92,0
Santa Ana-Irving,1946214.042,25,807,0,25,99,0,4,220,0,13,18,0,9,109,0,11,43,0,22,102,0,4,60,0,6,103,0,29,4,0,2,28,0,2,34,0,2,59,0,6,51,0,4,4,0,3,160,0,0,31,0,123,1552,0
Santa Ana-Chesapeake,3765054.784,25,31,0,25,22,0,4,13,0,13,44,0,9,29,0,11,3,0,22,3,0,4,4,0,6,20,0,29,6,0,2,2,0,2,5,0,2,2,0,6,3,0,4,3,0,3,5,0,0,0,0,123,142,0
Santa Ana-North Las Vegas,370805.2748,25,1,0,25,2,0,4,0,0,13,1,0,9,1,0,11,1,0,22,0,0,4,0,0,6,1,0,29,1,0,2,0,0,2,0,0,2,0,0,6,0,0,4,0,0,3,0,0,0,0,0,123,5,0
Santa Ana-Fremont,563913.9966,25,22,0,25,24,0,4,32,0,13,3,0,9,20,0,11,10,0,22,10,0,4,14,0,6,6,0,29,1,0,2,0,0,2,2,0,2,2,0,6,1,0,4,0,0,3,1,0,0,0,0,123,112,0
Santa Ana-Baton Rouge,2539577.026,25,53,0,25,7,0,4,11,0,13,7,0,9,4,0,11,14,0,22,24,0,4,3,0,6,24,0,29,32,0,2,3,0,2,2,0,2,5,0,6,3,0,4,2,0,3,2,0,0,1,0,123,160,0
Santa Ana-Richmond,617085.9945,25,1030,0,25,588,0,4,576,0,13,182,0,9,339,0,11,455,0,22,258,0,4,145,0,6,199,0,29,27,0,2,169,0,2,78,0,2,334,0,6,54,0,4,56,0,3,69,0,0,430,0,123,3857,0
Santa Ana-Boise,1108354.475,25,28,0,25,10,0,4,24,0,13,6,0,9,12,0,11,8,0,22,16,0,4,7,0,6,11,0,29,5,0,2,0,0,2,5,0,2,3,0,6,5,0,4,2,0,3,1,0,0,0,0,123,103,0
Santa Ana-San Bernardino,66946.18232,25,26,0,25,13,1,4,1,0,13,8,0,9,18,1,11,11,0,22,95,0,4,19,0,6,118,0,29,18,5,2,5,0,2,32,0,2,2,0,6,4,0,4,3,1,3,52,0,0,1,0,123,286,6
Santa Ana-Spokane,1549252.689,25,55,0,25,5,0,4,10,0,13,10,0,9,2,0,11,29,0,22,14,0,4,5,0,6,6,0,29,2,0,2,1,0,2,5,0,2,2,0,6,9,0,4,0,0,3,4,0,0,1,0,123,127,0
Santa Ana-Birmingham,2868357.539,25,79,0,25,7,0,4,9,0,13,1,0,9,17,0,11,39,0,22,49,0,4,5,0,6,46,0,29,2,0,2,10,0,2,7,0,2,2,0,6,1,0,4,2,0,3,10,0,0,6,0,123,211,0
Corpus Christi-Riverside,2025645.364,127,712,0,18,932,1,20,1203,0,13,196,0,17,181,0,15,279,1,59,133,0,13,46,0,29,69,0,12,101,0,6,27,0,13,72,0,121,128,0,4,27,0,0,59,0,38,33,0,30,112,0,362,3681,2
Corpus Christi-St Louis,1377868.508,127,499,0,18,109,0,20,760,0,13,58,0,17,182,0,15,153,0,59,412,0,13,68,0,29,179,0,12,38,0,6,60,0,13,65,0,121,44,0,4,19,0,0,10,0,38,52,0,30,0,0,362,2223,0
Corpus Christi-Lexington,1655371.726,127,178,0,18,81,0,20,52,0,13,8,0,17,38,0,15,17,0,59,26,0,13,9,0,29,54,0,12,13,0,6,5,0,13,32,0,121,11,0,4,0,0,0,4,0,38,10,0,30,7,0,362,460,0
Corpus Christi-Stockton,2493468.941,127,197,0,18,105,2,20,114,0,13,32,0,17,136,0,15,115,0,59,53,0,13,23,0,29,30,0,12,7,0,6,30,0,13,17,0,121,102,2,4,7,0,0,26,0,38,6,0,30,140,0,362,907,2
Corpus Christi-Pittsburgh,2126074.696,127,439,0,18,63,0,20,709,0,13,84,0,17,228,0,15,78,0,59,110,1,13,130,0,29,194,0,12,9,0,6,84,0,13,44,0,121,47,0,4,27,0,0,15,0,38,34,0,30,29,0,362,1876,1
Corpus Christi-Saint Paul,1947334.065,127,51,0,18,31,0,20,6,0,13,3,0,17,6,0,15,8,0,59,3,0,13,3,0,29,9,0,12,1,0,6,0,0,13,4,0,121,0,0,4,1,0,0,0,0,38,31,0,30,4,0,362,120,0
Corpus Christi-Cincinnati,1732779.22,127,235,0,18,46,0,20,770,0,13,34,0,17,49,0,15,33,0,59,78,0,13,52,0,29,100,0,12,9,0,6,33,0,13,9,0,121,19,0,4,30,0,0,10,0,38,22,0,30,3,0,362,1330,0
Corpus Christi-Henderson,1893567.17,127,819,0,18,461,0,20,3133,0,13,125,0,17,487,0,15,238,0,59,133,0,13,106,0,29,107,1,12,15,0,6,87,0,13,55,0,121,124,0,4,84,0,0,36,0,38,35,0,30,133,0,362,5780,1
Corpus Christi-Greensboro,1896635.289,127,12,0,18,3,0,20,12,0,13,4,0,17,8,0,15,13,0,59,22,0,13,8,0,29,27,0,12,0,0,6,0,0,13,0,0,121,2,0,4,0,0,0,0,0,38,4,0,30,0,0,362,78,0
Corpus Christi-Plano,584846.0978,127,5,0,18,10,0,20,10,0,13,4,0,17,2,0,15,8,0,59,5,0,13,8,0,29,5,0,12,3,0,6,4,0,13,1,0,121,0,0,4,1,0,0,0,0,38,7,0,30,0,0,362,51,0
Corpus Christi-Newark,2540390.134,127,230,0,18,121,1,20,69,0,13,34,0,17,178,0,15,90,0,59,132,1,13,47,0,29,131,1,12,32,0,6,44,0,13,59,0,121,91,1,4,20,0,0,50,0,38,21,0,30,162,0,362,1101,2
Corpus Christi-Toledo,1990816.881,127,122,0,18,50,0,20,71,0,13,24,0,17,42,0,15,15,0,59,20,0,13,13,0,29,109,0,12,2,0,6,5,0,13,16,0,121,7,0,4,2,0,0,3,0,38,20,0,30,1,0,362,409,0
Corpus Christi-Lincoln,2530827.428,127,2093,2,18,538,2,20,840,2,13,128,0,17,280,0,15,353,1,59,253,1,13,214,1,29,912,0,12,39,0,6,79,0,13,207,0,121,408,9,4,363,0,0,54,0,38,246,3,30,228,0,362,5632,13
Corpus Christi-Orlando,1572808.924,127,1079,0,18,273,0,20,755,0,13,80,0,17,173,0,15,99,0,59,249,0,13,93,0,29,191,0,12,27,0,6,39,0,13,63,0,121,41,0,4,134,0,0,23,0,38,58,0,30,12,0,362,2731,0
Corpus Christi-Chula Vista,1965535.561,127,3,0,18,1,0,20,17,0,13,2,0,17,4,0,15,1,0,59,2,0,13,0,0,29,0,0,12,0,0,6,0,0,13,0,0,121,2,0,4,0,0,0,0,0,38,0,0,30,0,0,362,26,0
Corpus Christi-Jersey City,2570237.885,127,33,0,18,10,0,20,8,0,13,1,0,17,11,0,15,10,0,59,12,0,13,5,0,29,27,0,12,9,0,6,3,0,13,2,0,121,2,0,4,0,0,0,2,0,38,12,0,30,0,0,362,103,0
Corpus Christi-Chandler,1512432.751,127,939,0,18,121,0,20,486,0,13,32,0,17,138,0,15,64,0,59,114,0,13,77,0,29,36,0,12,2,0,6,16,0,13,76,0,121,41,0,4,53,0,0,9,0,38,9,0,30,24,0,362,1916,0
Corpus Christi-Fort Wayne,1853649.165,127,10,0,18,1,0,20,5,0,13,1,0,17,5,0,15,3,0,59,2,0,13,1,0,29,8,0,12,1,0,6,2,0,13,2,0,121,2,0,4,1,0,0,0,0,38,3,0,30,0,0,362,31,0
Corpus Christi-Buffalo,2366045.855,127,839,0,18,598,0,20,470,0,13,160,0,17,90,0,15,74,0,59,79,0,13,94,0,29,77,0,12,36,0,6,37,0,13,43,0,121,45,0,4,82,0,0,26,0,38,24,0,30,12,0,362,2291,0
Corpus Christi-Durham,1967088.016,127,998,2,18,657,2,20,2450,2,13,279,0,17,495,0,15,613,1,59,562,1,13,182,0,29,111,0,12,64,0,6,303,0,13,150,0,121,1062,6,4,39,0,0,193,0,38,257,1,30,474,1,362,7390,9
Corpus Christi-St Petersburg,1452379.254,127,1122,0,18,242,0,20,1014,0,13,106,0,17,309,0,15,85,0,59,140,0,13,81,0,29,418,1,12,19,0,6,21,0,13,597,0,121,56,0,4,43,0,0,10,0,38,72,0,30,35,0,362,3462,1
Corpus Christi-Irvine,2054338.53,127,918,0,18,153,0,20,467,0,13,59,0,17,98,0,15,111,0,59,159,0,13,107,0,29,86,0,12,21,0,6,46,0,13,43,0,121,72,1,4,86,0,0,4,0,38,25,0,30,169,2,362,2051,2
Corpus Christi-Laredo,207645.7236,127,14,0,18,6,0,20,5,0,13,4,0,17,0,0,15,20,1,59,32,0,13,2,0,29,18,0,12,1,0,6,0,0,13,5,0,121,1,0,4,0,0,0,0,0,38,1,0,30,0,0,362,86,1
Corpus Christi-Lubbock,771657.2548,127,110,1,18,13,0,20,4,0,13,6,0,17,4,0,15,7,0,59,41,0,13,11,0,29,9,0,12,3,0,6,7,0,13,3,0,121,3,0,4,17,0,0,0,0,38,0,0,30,10,0,362,196,1
Corpus Christi-Madison,1270134.317,127,892,0,18,183,0,20,795,0,13,53,0,17,149,0,15,107,0,59,134,1,13,205,0,29,231,1,12,15,0,6,61,0,13,55,0,121,55,0,4,65,0,0,146,0,38,52,0,30,19,0,362,2456,1
Corpus Christi-Gilbert,1509667.905,127,1948,1,18,401,1,20,804,1,13,150,0,17,281,1,15,231,0,59,191,0,13,164,1,29,143,0,12,35,0,6,106,0,13,148,1,121,471,4,4,109,0,0,24,0,38,128,1,30,193,0,362,4416,6
Corpus Christi-Norfolk,2219787.719,127,1608,2,18,1482,1,20,385,0,13,780,1,17,488,0,15,593,1,59,465,0,13,185,0,29,126,0,12,98,0,6,295,0,13,182,0,121,461,3,4,126,0,0,160,0,38,90,0,30,413,1,362,6146,7
Corpus Christi-Reno,2442602.304,127,198,0,18,48,0,20,29,0,13,9,0,17,25,0,15,22,0,59,30,0,13,19,0,29,68,0,12,7,0,6,4,0,13,16,0,121,4,0,4,8,0,0,8,0,38,3,0,30,2,0,362,406,0
Corpus Christi-Winston Salem,1860867.129,127,19,0,18,4,0,20,10,0,13,0,0,17,4,0,15,5,0,59,5,0,13,1,0,29,9,0,12,0,0,6,4,0,13,0,0,121,2,0,4,0,0,0,0,0,38,3,0,30,0,0,362,49,0
Corpus Christi-Glendale,2107611.641,127,35,0,18,20,0,20,42,0,13,2,0,17,14,0,15,7,0,59,20,0,13,10,0,29,6,0,12,4,0,6,3,0,13,1,0,121,5,0,4,8,0,0,2,0,38,2,0,30,1,0,362,130,0
Corpus Christi-Hialeah,1712743.442,127,4,0,18,3,0,20,1,0,13,0,0,17,0,0,15,2,0,59,5,0,13,0,0,29,5,0,12,0,0,6,0,0,13,1,0,121,0,0,4,0,0,0,0,0,38,2,0,30,0,0,362,17,0
Corpus Christi-Garland,573696.5983,127,918,0,18,181,0,20,74,0,13,20,0,17,34,0,15,36,0,59,52,0,13,47,0,29,28,0,12,1,0,6,16,0,13,20,1,121,11,0,4,104,0,0,3,0,38,31,1,30,26,0,362,1299,1
Corpus Christi-Scottsdale,1527100.894,127,25,0,18,17,0,20,18,0,13,8,0,17,3,0,15,3,0,59,13,0,13,9,0,29,14,0,12,0,0,6,6,0,13,2,0,121,0,0,4,3,0,0,1,0,38,1,0,30,1,0,362,92,0
Corpus Christi-Irving,559745.423,127,807,1,18,99,0,20,220,0,13,18,0,17,109,0,15,43,0,59,102,0,13,60,0,29,103,1,12,4,0,6,28,0,13,34,0,121,59,0,4,51,0,0,4,0,38,160,1,30,31,0,362,1552,2
Corpus Christi-Chesapeake,2216389.062,127,31,0,18,22,0,20,13,0,13,44,0,17,29,0,15,3,0,59,3,0,13,4,0,29,20,0,12,6,0,6,2,0,13,5,0,121,2,0,4,3,0,0,3,0,38,5,0,30,0,0,362,142,0
Corpus Christi-North Las Vegas,1911959.615,127,1,0,18,2,0,20,0,0,13,1,0,17,1,0,15,1,0,59,0,0,13,0,0,29,1,0,12,1,0,6,0,0,13,0,0,121,0,0,4,0,0,0,0,0,38,0,0,30,0,0,362,5,0
Corpus Christi-Fremont,2536696.413,127,22,0,18,24,0,20,32,0,13,3,0,17,20,0,15,10,0,59,10,0,13,14,0,29,6,0,12,1,0,6,0,0,13,2,0,121,2,0,4,1,0,0,0,0,38,1,0,30,0,0,362,112,0
Corpus Christi-Baton Rouge,676307.1276,127,53,2,18,7,0,20,11,0,13,7,0,17,4,0,15,14,0,59,24,0,13,3,0,29,24,0,12,32,0,6,3,0,13,2,0,121,5,0,4,3,0,0,2,0,38,2,0,30,1,0,362,160,2
Corpus Christi-Richmond,2580276.817,127,1030,0,18,588,0,20,576,0,13,182,0,17,339,0,15,455,0,59,258,0,13,145,0,29,199,0,12,27,0,6,169,0,13,78,0,121,334,1,4,54,0,0,56,0,38,69,0,30,430,0,362,3857,1
Corpus Christi-Boise,2436788.476,127,28,0,18,10,0,20,24,0,13,6,0,17,12,0,15,8,0,59,16,0,13,7,0,29,11,0,12,5,0,6,0,0,13,5,0,121,3,0,4,5,0,0,2,0,38,1,0,30,0,0,362,103,0
Corpus Christi-San Bernardino,2020509.774,127,26,0,18,13,0,20,1,0,13,8,0,17,18,0,15,11,0,59,95,0,13,19,0,29,118,0,12,18,0,6,5,0,13,32,0,121,2,0,4,4,0,0,3,0,38,52,0,30,1,0,362,286,0
Corpus Christi-Spokane,2810155.199,127,55,0,18,5,0,20,10,0,13,10,0,17,2,0,15,29,0,59,14,0,13,5,0,29,6,0,12,2,0,6,1,0,13,5,0,121,2,0,4,9,0,0,0,0,38,4,0,30,1,0,362,127,0
Corpus Christi-Birmingham,1196675.012,127,79,0,18,7,0,20,9,0,13,1,0,17,17,0,15,39,0,59,49,0,13,5,0,29,46,0,12,2,0,6,10,0,13,7,0,121,2,0,4,1,0,0,2,0,38,10,0,30,6,0,362,211,0
Riverside-St Louis,2485423.872,712,499,2,932,109,6,1203,760,0,196,58,0,181,182,0,279,153,0,133,412,0,46,68,1,69,179,0,101,38,0,27,60,0,72,65,0,128,44,0,27,19,0,59,10,0,33,52,0,112,0,0,3681,2223,8
Riverside-Lexington,2981333.229,712,178,0,932,81,2,1203,52,0,196,8,0,181,38,0,279,17,0,133,26,0,46,9,0,69,54,0,101,13,0,27,5,0,72,32,0,128,11,0,27,0,0,59,4,0,33,10,0,112,7,0,3681,460,2
Riverside-Stockton,567204.5035,712,197,20,932,105,14,1203,114,5,196,32,0,181,136,1,279,115,4,133,53,0,46,23,0,69,30,0,101,7,3,27,30,0,72,17,0,128,102,0,27,7,0,59,26,5,33,6,0,112,140,5,3681,907,55
Riverside-Pittsburgh,3367772.267,712,439,3,932,63,2,1203,709,0,196,84,2,181,228,2,279,78,1,133,110,0,46,130,0,69,194,1,101,9,0,27,84,1,72,44,0,128,47,0,27,27,0,59,15,0,33,34,0,112,29,0,3681,1876,8
Riverside-Saint Paul,2407688.72,712,51,1,932,31,2,1203,6,1,196,3,0,181,6,0,279,8,1,133,3,0,46,3,0,69,9,1,101,1,0,27,0,0,72,4,0,128,0,0,27,1,0,59,0,0,33,31,0,112,4,0,3681,120,4
Riverside-Cincinnati,2979989.029,712,235,1,932,46,1,1203,770,1,196,34,0,181,49,0,279,33,0,133,78,0,46,52,0,69,100,0,101,9,0,27,33,0,72,9,0,128,19,0,27,30,0,59,10,0,33,22,0,112,3,0,3681,1330,2
Riverside-Henderson,319990.0755,712,819,5,932,461,8,1203,3133,81,196,125,1,181,487,2,279,238,5,133,133,0,46,106,0,69,107,0,101,15,0,27,87,0,72,55,0,128,124,0,27,84,0,59,36,0,33,35,0,112,133,1,3681,5780,108
Riverside-Greensboro,3415341.037,712,12,1,932,3,1,1203,12,0,196,4,0,181,8,0,279,13,0,133,22,0,46,8,0,69,27,1,101,0,0,27,0,0,72,0,0,128,2,0,27,0,0,59,0,0,33,4,0,112,0,0,3681,78,2
Riverside-Plano,1921133.684,712,5,0,932,10,1,1203,10,1,196,4,0,181,2,0,279,8,0,133,5,0,46,8,0,69,5,1,101,3,0,27,4,0,72,1,0,128,0,0,27,1,0,59,0,0,33,7,0,112,0,0,3681,51,3
Riverside-Newark,578262.5128,712,230,1,932,121,4,1203,69,0,196,34,0,181,178,0,279,90,0,133,132,0,46,47,0,69,131,0,101,32,0,27,44,1,72,59,0,128,91,0,27,20,0,59,50,1,33,21,0,112,162,1,3681,1101,6
Riverside-Toledo,3075539.467,712,122,0,932,50,1,1203,71,0,196,24,0,181,42,0,279,15,0,133,20,0,46,13,0,69,109,0,101,2,0,27,5,0,72,16,0,128,7,0,27,2,0,59,3,0,33,20,0,112,1,0,3681,409,1
Riverside-Lincoln,651013.266,712,2093,13,932,538,11,1203,840,16,196,128,0,181,280,2,279,353,3,133,253,4,46,214,0,69,912,4,101,39,1,27,79,0,72,207,1,128,408,2,27,363,0,59,54,1,33,246,2,112,228,2,3681,5632,55
Riverside-Orlando,3462370.02,712,1079,3,932,273,3,1203,755,4,196,80,0,181,173,0,279,99,1,133,249,0,46,93,0,69,191,2,101,27,0,27,39,0,72,63,0,128,41,0,27,134,0,59,23,0,33,58,0,112,12,0,3681,2731,11
